M_A2_1,M_A2_2,M_H,pt_l1,pt_l2,pt_jet1,pt_jet2,pt_jet3,pt_jet4,E_l1,E_l2,E_j1,E_j2,E_j3,E_j4,eta_l1,eta_l2,eta_j1,eta_j2,eta_j3,eta_j4,phi_l1,phi_l2,phi_j1,phi_j2,phi_j3,phi_j4,MZ,pt_z,eta_z,phi_z,pt_A2_1,pt_A2_2,eta_A2_1,MH,pt_H,eta_H,phi_H,eta_A2_2,phi_A2_1,phi_A2_2,MA3,pt_A3,eta_A3,phi_A3,cos_j1j2,cos_j1j3,cos_j1j4,cos_j2j3,cos_j2j4,cos_j3j4,cos_j1lep1,cos_j1lep2,cos_j2lep1,cos_j2lep2,cos_j3lep1,cos_j3lep2,cos_j4lep1,cos_j4lep2,cos_lep1lep2,DR_j1j2,DR_j1j3,DR_j1j4,DR_j2j3,DR_j2j4,DR_j3j4,DR_j1lep1,DR_j1lep2,DR_j2lep1,DR_j2lep2,DR_j3lep1,DR_j3lep2,DR_j4lep1,DR_j4lep2,DR_lep1lep2,DPhi_j1j2,DPhi_j1j3,DPhi_j1j4,DPhi_j2j3,DPhi_j2j4,DPhi_j3j4,DPhi_j1lep1,DPhi_j1lep2,DPhi_j2lep1,DPhi_j2lep2,DPhi_j3lep1,DPhi_j3lep2,DPhi_j4lep1,DPhi_j4lep2,DPhi_lep1lep2,DTheta_j1j2,DTheta_j1j3,DTheta_j1j4,DTheta_j2j3,DTheta_j2j4,DTheta_j3j4,DTheta_j1lep1,DTheta_j1lep2,DTheta_j2lep1,DTheta_j2lep2,DTheta_j3lep1,DTheta_j3lep2,DTheta_j4lep1,DTheta_j4lep2,DTheta_lep1lep2,xs_weight,DPhi_A2A2,DPhi_A2H2_1,DPhi_A2H2_2,DPhi_A2Z0_1,DPhi_A2Z0_1.1,DPhi_H2Z0,DR_A2A2,DR_A2H2_1,DR_A2H2_2,DR_A2Z0_1,DR_A2Z0_1.1,DR_H2Z0,DTheta_A2A2,DTheta_A2H2_1,DTheta_A2H2_2,DTheta_A2Z0_1,DTheta_A2Z0_1.1,DTheta_H2Z0,cos_A2A2,cos_A2H2_1,cos_A2H2_2,cos_A2Z0_1,cos_A2Z0_2,cos_H2Z0_2
279.3470506057862,264.4310479405437,433.5693300055858,49.06934356689453,49.6921501159668,109.43453979492188,83.55551147460938,224.03614807128915,53.87408447265624,49.106032429847545,139.90803771650332,114.10333707923913,394.752558770682,704.4649769656904,68.54023516591164,-0.03866784274578105,-1.6951417922973626,0.13044072687625888,2.2333629131317116,-1.8110069036483771,-0.6708980202674867,-0.3084016740322113,-3.141565561294556,2.469383001327514,1.019317388534546,-1.2787748575210571,2.0751211643218994,133.75658489288946,15.182623791704975,-2.8642216368131668,-1.7655289183173792,171.7472087653248,145.46467433692956,-2.12090379687134,433.5693300055858,185.71002162614846,-2.2125691212592478,-1.3783076768437201,1.735446739349494,-1.3449197693368462,1.8626057206128992,1403.2310611864825,43.42757199926749,-3.0084973333704257,-1.7168763206384268,0.15206573299839113,-0.38239797852653795,0.6661567397651122,-0.9712740506772364,-0.4876701933725958,0.3027221521057203,-0.930974609869026,0.15430504635651884,0.013193598005505054,-0.9530060417116172,0.21643287089573315,0.8535670381525374,-0.5655733195037812,0.6865086287607496,-0.3020355318280717,2.554402474718904,3.1930523117953107,0.8930768073312341,4.651683048775216,3.090218953769396,3.1433396226230483,2.782927489350549,1.9454186631791093,2.6315321895725314,4.465122228628664,2.0205964124573152,1.866390615625076,2.4659473064777284,1.4786799954750716,3.281878053436857,1.4500656127929688,-2.5350274483310145,0.3942618370056152,2.298092246055603,-1.0558037757873535,2.9292892853366297,2.777784675359726,-0.6722367445575159,1.3277190625667572,-2.1223023573504847,-0.9703731834888458,1.8627907037734983,2.3835228383541107,-1.0664985815631312,2.8331638872623444,1.2272040070712094,-1.3767572480805166,-0.7556557888512527,-2.603961255151726,-1.982859795922462,0.6211014592292639,-0.16873059945568158,-1.3377650576285207,-1.395934606526891,-2.56496906469973,1.208026648624835,0.03899219045199587,0.5869251893955711,-0.582109268777268,-1.1690344581728391,0.0009359426330775024,3.0756598172298415,0.033387907506873704,-3.0422719097229667,0.420609148980533,-2.655050668249308,0.3872212414736593,4.9326587931391535,0.09755656852733244,4.984199796186707,0.8540687720446828,5.3109550197343935,0.7580180016834376,2.553831184978461,-0.02073519685896441,-2.5745663818374256,-0.1247748140688114,-2.6786059990472726,-0.10403961720984699,-0.9937420591471428,0.9997565368063496,-0.9910563193814192,0.9898828298250298,-0.9679735865636164,0.9927725805860912
244.38527342287543,234.2754599212072,392.0813986939143,94.56168365478516,38.86983108520508,118.81639099121094,84.66349792480469,156.5277862548828,95.09335327148438,172.28099450075683,98.75228559422884,120.8039565163092,290.4571848462207,274.76430839192,144.59004568740184,1.2074097394943235,1.58434510231018,0.13118059933185575,-1.899048805236816,1.1588435173034668,0.9722700715065004,2.641223669052124,2.8844830989837646,-2.150612592697144,-2.133922576904297,-1.1474034786224363,1.3142088651657104,27.29241394004437,132.61800630528904,1.3359884131650992,2.7118797485503645,101.95769149387439,203.47300347378732,1.8980407951717015,392.0813986939143,32.43480475272509,3.5556598520690472,3.001665902631433,-1.0672332238823052,-0.5207405614809546,-2.1436682765029715,1035.2175339794312,219.06838715534408,1.1375555629848202,-2.278473388306048,0.16560112545608044,0.4116085655409564,-0.5243607857967396,-0.6923756985365176,-0.9016025831904952,0.3212083635816395,0.15221834804907547,0.2436652366992857,-0.7891702984604171,-0.8442458468978149,0.4357490589503377,0.6129049931493625,0.7143509254932929,0.6893186829227096,0.9781088096505914,2.0302980056638056,1.4361474853010343,2.9411913041042483,3.2130865826375823,4.035096344576578,2.468672716616508,1.8391278197669587,1.915571653849544,3.453153124364449,3.70590078535104,2.495030879386264,2.2911563824021184,1.3476865188889886,1.6853477423743155,0.4486149997400757,-0.01669001579284668,-1.003209114074707,2.818363849316732,-0.9865190982818604,2.8350538651095785,-2.461612343788147,1.4913490454303189,1.248089615498678,1.5080390612231651,1.2647796312915247,2.4945581595050257,2.2512987295733846,-1.3270148038864136,-1.5702742338180542,-0.24325942993164065,-1.4043877994461265,0.8317637181403706,0.7168028994081062,2.236151517586497,2.1211906988542326,-0.11496081873226448,0.858965939690262,1.035435664206323,2.2633537391363885,2.4398234636524494,0.02720222154989138,0.20367194606595235,0.14216304028215587,0.31863276479821684,0.17646972451606094,0.0,1.6229277150220167,2.7607788430671985,1.1378511280451808,3.050564997148267,1.4276372821262502,0.2897861540810687,3.3803467834326244,3.2201864477257685,4.760866053699962,3.1019106502195557,2.795285753923851,2.2385078315214844,-2.1815170990869737,0.24040033333554944,2.4219174324225228,-0.2166517894973541,1.96486530958962,-0.4570521228329036,-0.7631771805286648,0.9389773651394956,-0.7724003662369607,0.6888837101537518,-0.6433164102980305,0.8961868663513216
149.6941188454566,141.09910432603604,385.8256153688749,124.85154724121094,106.92316436767578,132.48777770996094,73.47587585449219,99.85671997070312,59.92661285400393,124.85192261396591,109.01702673943448,362.292850214612,106.21078623121224,102.30565614730385,63.213925825760576,-0.002452162792906172,-0.1975818127393722,1.6601272821426385,0.8761368393898009,0.11737912148237226,-0.14545328915119166,-2.894639492034912,-1.284497618675232,1.4361213445663452,0.2349860370159149,-0.2587778866291046,1.8452651500701904,168.10463458506518,161.15289145944843,-0.1334512932429634,-2.169853207025806,86.47988409166302,173.1645615656725,0.034691711146546095,385.8256153688749,101.51343602122532,-0.18191865134802526,-1.6751957467538183,1.5941953502955373,0.3806611653906698,1.0293457723883392,769.7620295645462,91.86138997631048,2.1531299154995627,0.5426098899604238,0.7494288988658239,0.06357776502948348,0.19878754581709476,0.7029848939369411,-0.12947306303124764,-0.516432640404548,-0.1389505711222732,-0.5099363758805476,-0.7113996703306262,-0.10170598392306564,-0.8691122870458239,0.4822517554000623,0.027577798756837385,-0.9422685699290458,-0.038101480804110466,1.4343524815651336,2.2918890224283466,1.8513562199144504,0.9052712780031263,1.906999006992732,2.1203957122108696,2.5643969513387064,3.2943664981839853,3.250611417386439,1.8605650549880324,2.6385840785435555,1.072987119584673,1.5498917811681172,3.1301968582816797,1.6219224496363724,1.2011353075504303,1.6948992311954498,-0.4091438055038452,0.4937639236450195,-1.6102791130542755,-2.104043036699295,-1.952424470578329,2.7206189632415767,3.1296255290508266,1.5194836556911469,2.6358616054058075,1.025719732046127,-1.5432806650744837,3.1297627687454224,-1.6101418733596802,-0.4133625083539635,-1.077940368755807,-1.3399939771800342,-0.6645778604018432,-0.9266314688260708,-0.26205360842422754,-1.1975030364764214,-1.3913595428691488,-0.7841405281224579,-0.9779970345151852,-0.11956266772061475,-0.3134191741133421,0.1424909407036128,-0.05136556568911455,-0.19385650639272733,0.0,-0.6486846069976695,2.0558569121444883,2.7045415191421576,2.550514372416476,-3.0839863277654413,0.4946574602719875,1.6890362103503493,2.067236728667595,3.235602845776669,2.5560507885854187,3.534930635072493,0.4970262445831379,1.13541652566232,-0.21560821415104287,-1.351024739813363,-0.16774169116695448,-1.3031582168292746,0.04786652298408845,0.34257346128271304,-0.4646156011180729,-0.5133114471053034,-0.8271064069384353,-0.5081257086650987,0.8819847220491822
424.9197460424736,401.69357641083224,573.3239033510263,28.763523101806637,101.68299865722658,322.8926086425781,117.86203765869136,300.053955078125,86.14582824707031,96.13017226565277,105.8877358245422,325.8334645229893,196.12860172140918,329.1411374188537,234.10727095821758,1.8765689134597776,-0.28659915924072266,0.11426384001970286,1.0858770608901978,-0.4298514425754547,1.6544871330261235,-2.0534873008728027,-2.0770339965820312,-2.639888286590576,-0.09436386823654176,0.8623899221420288,0.7499749064445496,141.17298306534573,130.44030622928796,0.4602911498516396,-2.071842147503528,234.8688446861193,385.7770946975308,0.7450563962736414,573.3239033510263,361.97055198674934,0.6536609720808862,-2.2536937086835285,0.2162243150405392,-2.354303448849043,0.8373373410418489,1241.7194251107476,30.391801124974123,3.1036957422371305,0.19141009750605714,-0.407854256844938,-0.8959483159657984,-0.2495181059632955,-0.002999583309612128,0.8877908245734393,-0.041492388638529366,0.35616559702677364,0.7751369531892182,0.6902584266464653,-0.4549224998544978,-0.653245102505163,-0.7469948029063184,0.7827591359380501,-0.5961864021223684,0.0210335572885112,2.7246516869880786,2.8336382498382564,3.277743224921213,1.7924315082094455,1.0179515610108318,2.0873678241975178,1.8573059220073045,0.6910109231821788,2.1126661425848616,2.4113630611457872,3.717783592199844,2.9429125353376917,2.812244773318508,3.429255798539649,2.163296225122584,-2.5455244183540344,2.7809070984469813,2.8933221141444605,-0.9567537903785706,-0.8443387746810913,0.11241501569747923,-0.5864009857177734,-0.5628542900085449,1.959123432636261,1.9826701283454893,2.9158772230148315,2.93942391872406,2.8034622073173523,2.827008903026581,0.02354669570922852,0.805599093336807,-0.531210472124729,1.078959688983807,-1.336809565461536,0.27336059564699955,1.6101701611085355,1.1529111876974665,-0.39677036121989984,0.3473120943606593,-1.202369454556707,1.6841216598221953,0.1344401109048292,0.0739514987136598,-1.4757300502037063,-1.5496815489173663,0.0009359426330775024,3.0915445172886944,-0.10060974016551504,3.091031049725377,-0.2824613013455153,2.909179488545377,-0.18185156118000026,3.136448767717898,0.13592440317892188,3.1218301970621334,0.4010930469698838,2.9193995814940865,0.2654465642131648,-0.4698180805522187,-0.07283658955326289,0.3969814909989559,-0.2395280863457641,0.2302899942064547,-0.16669149679250114,-0.6214952511973165,0.9941405487228512,-0.676726727870837,0.9437342562846388,-0.7666418257544383,0.9739520866508148
332.730058155795,328.12565221217517,444.9179553007207,65.46002197265625,118.16535949707027,145.8865966796875,120.85987854003906,326.96600341796875,77.93833923339844,71.23860276595705,120.34863306113238,216.7230284877092,200.16087996246185,1128.0472769180633,266.9504516220511,-0.4171508848667145,0.19193649291992185,0.9453091621398924,-1.0862807035446171,-1.90839445590973,-1.8991261720657344,-2.441437244415283,-3.1369330883026123,2.64367413520813,-2.9493072032928467,0.7236014008522034,-2.236522674560547,80.94826016743444,173.56586098783558,-0.030449617470091023,-2.8928530777005745,251.1620938891288,250.7023335077813,0.002826905165594283,444.9179553007207,415.04723629333535,-0.011024590326603868,3.13231745894396,-2.3724119696118207,2.955061004114607,0.6674660960787019,1467.4124801877301,269.948653205033,-2.3031784236188875,2.5116157391404945,-0.2713403025693024,-0.7729616603564273,-0.6722922196034615,0.6096428811636763,0.8948834931150174,0.8313995913665895,-0.06509914957657616,0.7208256159737869,0.8003586711773636,0.4336572251059607,0.11090893902792473,-0.3959038496011299,0.6406854264424493,-0.002666310483762115,0.6178547310462982,2.1456325176347666,3.4395208452466965,3.1716224703367204,2.7366796466215577,1.0811010776497456,2.960138585087462,1.8142983535182744,0.9056241543332813,0.8400396475013671,1.2919143447084114,3.4563920485631683,3.206341697431476,1.4960751093469102,2.2766822312461774,0.9245008938035424,-0.6902039686786097,1.9200727343559263,-1.4029884974109097,2.610276703034536,-0.7127845287322998,2.9601240754127502,-1.1980739275561731,-0.502578083668844,-0.5078699588775635,0.1876258850097656,-3.1181466619121,-2.4226508180247706,0.20491456985473636,0.9004104137420654,0.6954958438873291,-1.7494458986510135,-2.105892755950944,-2.103190659837008,-0.3564468572999302,-0.35374476118599363,0.0027020961139365696,-1.235139757873045,-0.6388174260564233,0.514306140777969,1.1106284725945903,0.8707529980778992,1.4670753298945207,0.8680509019639626,1.464373233780584,0.5963223318166215,0.0,2.2875949080359046,-0.17725645482935315,-2.464851362865258,-0.4352712253644047,-2.7228661334003097,-0.25801477053505195,3.2977037731618166,0.17779683547814032,3.413450248072502,0.43654136870284543,3.5914882206778262,0.2587449583929718,-1.3876500440312616,-0.013851268409463158,1.3737987756217984,-0.033271814585580595,1.354378229445681,-0.01942054617611744,-0.12425423046429195,0.9842362526590462,-0.13331084768306792,0.906245838782832,-0.13893517893204915,0.9667272146576528
296.86729300967005,280.91853351930644,409.9858450432061,60.03178024291992,22.773340225219727,195.67987060546872,125.75899505615236,399.1045227050781,57.91131210327148,66.30542569227704,26.88742168135141,199.23312145458192,296.1925711289013,528.6666154732849,74.07627314084125,0.4532863497734069,0.5923881530761719,-0.17338593304157265,1.4998733997344968,-0.7745689153671264,-0.6871558427810668,2.9183554649353027,1.6928412914276123,-1.915943145751953,-2.0714983940124507,0.9590346813201904,-1.2012902498245241,42.840450851681005,71.04842953429008,0.5666228804631247,2.6119695943286128,320.51315329128136,370.0517205472696,0.6762274509050052,409.9858450432061,319.623852475485,0.7817065777027041,-2.1991894777560947,-0.9077511955375668,-1.976769645261204,0.8285857795564773,1184.747333492422,63.82420128587096,-1.2960303131976751,0.22359575861531086,0.2583941468140307,-0.6110315938138161,0.6997639612125646,-0.9091937455333742,-0.31954341132639497,0.047873004043654965,0.035577050612194176,-0.8362572283924664,0.4897494859503849,0.18867873459193088,-0.5365746419188545,0.13290201744079866,-0.6592017342492494,-0.976228841784903,0.4852695700924515,1.6804744062268853,2.9371616374306524,0.8801637812425531,3.7890920502687653,2.3537967460741376,2.1620927023105065,1.578604069841769,2.7818752604001378,1.663745980650804,2.6773331393494693,2.312264363181569,1.5514650392465958,2.4457129763171954,3.1643688494555717,1.2333832742300013,0.15555524826049805,-2.874977827072144,-0.7146528959274292,-3.0305330753326416,-0.8702081441879272,2.1603249311447144,1.4488866964923304,2.674400870000021,1.2933314482318323,2.5188456217395228,-1.9593207836151123,-0.7338066101074218,2.16353959241976,-2.894131541252136,1.2255141735076904,1.3041981896064518,-0.5345060474604748,-0.4661757668913473,-1.8387042370669264,-1.7703739564977992,0.06833028056912749,0.6110399891321752,0.7330251517617463,-0.6931582004742766,-0.5711730378447054,1.14554603659265,1.2675311992222211,1.0772157560235225,1.1992009186530936,0.12198516262957115,0.0,-2.805355424817681,0.2224198324948905,3.027775257312572,1.6944460675897697,-1.7833838147721357,1.4720262350948785,3.2216466925999248,0.24616341742237044,3.467230966687421,1.697987231351338,2.3139223726767733,1.4876566249057104,-1.4337728286741704,0.08254704721589379,1.5163198758900642,-0.09136658773949258,1.342406240934678,-0.17391363495538634,-0.9535033670845922,0.9815307057514068,-0.9924252478942592,0.2165555516585948,-0.4949839526472399,0.39932098257440096
228.74620458423175,209.35142718824181,370.8600028813368,103.43624877929686,41.39318466186523,167.5287628173828,106.6868057250977,230.3550262451172,76.2267837524414,115.10219446462669,45.26296276715222,177.4960393271204,287.31017615180576,237.37916851830482,105.92670003538605,0.4705856442451477,-0.42910808324813854,0.326131284236908,1.6444636583328252,-0.2338207215070725,0.8282343745231628,1.0667171478271484,-2.4935438632965092,-1.4377280473709106,-2.384438991546631,0.7889434695243835,1.9217982292175293,141.74805833615494,67.74162781772411,0.4587746249479829,1.3177626263526312,271.6005474631382,245.63479515939048,0.05979254865571301,370.8600028813368,337.34547618696166,0.1430711436139935,1.0998757202476417,1.0839195294087791,1.0459339786969326,-1.7979251579863569,887.5610233826103,115.37532890127264,1.88182985247109,0.5601414542243812,0.4988897043909493,-0.6356780735237816,-0.4657437365292244,-0.5753487228094093,0.5227407863104715,0.14675458489002913,-0.547347233854674,0.3000165738304781,0.08842657585131172,-0.0369968090866946,0.7403615776864649,-0.7883317244991258,0.7306895926449469,-0.4712987576450538,-0.9283135805499804,1.6230409299865056,2.2959991927022747,2.966460793678583,3.633018848453105,2.1388206984527827,1.552842855398835,2.5086077409344085,1.2981269349943594,3.0656775432620567,2.0764401365131304,0.7571965032077859,3.0070459735388417,0.9268636739139254,2.2516101640129684,2.8677108510696194,0.9467109441757202,-2.2266715168952937,2.9236590305911463,3.109802846108572,1.976948086415426,-1.1328547596931458,-2.504445195198059,1.055815815925598,2.8320291678058065,0.10910487174987793,-0.2777736783027649,-3.000697974358694,0.8550810813903809,-1.867843214665548,-2.722924296055929,0.8687617013334947,-0.5522179158573057,0.4266183539966716,-1.4209796171908005,-0.4421433473368232,0.9788362698539772,0.1336216812972837,-0.7370138704110085,-0.7351400200362108,-1.6057755717445032,0.6858395971545894,-0.1847959545537028,-0.2929966726993879,-1.1636322244076802,-0.8706355517082922,0.0,2.8438591366832897,-0.053941741550708855,-2.8978008782339986,-0.2718286476556986,-3.1156877843389883,-0.21788690610498973,3.022643025896941,0.09922215407734712,3.0467106221212386,0.4827810175315685,3.177784844990688,0.3835927423432373,0.8586707116153711,0.08282857841572032,-0.7758421331996508,0.3837225552872996,-0.4749481563280715,0.3008939768715793,-0.5318681989688494,0.9951345012571676,-0.4702188708098254,0.8941701525575692,-0.20718935393448898,0.9339322394344052
192.70876301530143,188.9324383895903,587.34894686982,254.4906005859375,85.51200866699219,147.69778442382812,130.50515747070312,164.70736694335932,90.05188751220703,329.86615324911594,85.55208244555965,149.91137424125787,133.16352459731954,173.60988116281865,178.96511138346747,0.7518200278282166,0.030613616108894338,-0.04268169775605195,0.165111243724823,0.2845340669155121,1.3043349981307986,-2.2588448524475098,1.5347917079925537,-0.4154386520385743,-1.884552240371704,0.9433664083480836,2.0646843910217285,299.8955291371183,193.6050706871836,0.9486940241195152,-2.530180516809424,206.78349878139764,219.37849257189697,0.07411600150064762,587.34894686982,301.6741639544623,0.69731736067837,-1.7834678377382758,0.8215943831793289,-1.0942391896079011,1.3220680082918783,955.9327616864553,82.81672208339937,2.3472623165630977,-1.6878296286779753,0.09306872913906003,0.19016415346314072,-0.4353157660779931,-0.8563006534441119,-0.20350108031038608,0.4501194410046514,-0.2346722270084366,-0.3711897937435548,0.8125100014639841,-0.9432612250717194,-0.5636269505409806,0.8057467454784196,0.4011098347274519,0.4623660180418854,-0.5934617601185973,1.4837360418734589,1.3976485068793172,2.8223154125144525,2.830439134564809,2.597142118523125,1.5157004841243729,2.007331415502305,1.9516071992646735,0.6959325806416969,2.866997896806961,3.116208793350963,0.6436299250325356,2.036056158470389,1.3795479022301644,2.5919088816348057,1.46911358833313,-1.3588050603866575,-2.4801230430603027,-2.827918648719788,2.3339486757861536,-1.121317982673645,1.8434062004089355,-1.9502303600311282,0.3742926120758057,2.8638413588153284,-3.080974046383993,-0.5914252996444702,-1.959656063710348,0.5298926830291748,2.4895487467395228,0.20703485829562165,0.3234394407972254,1.083520265216749,0.1164045825016038,0.8764854069211275,0.7600808244195237,0.7322750535234906,0.07327758000106878,0.5252401952278689,-0.13375727829455286,0.4088356127262652,-0.25016186079615665,-0.3512452116932585,-1.0102426852156805,-0.6589974735224219,0.0,-2.41630719789978,0.6892286481303747,3.1055358460301545,1.4359413272015225,-2.4309367820782843,0.7467126790711478,2.529281401050359,0.929201842165944,3.1080215039957384,1.6813132405394298,2.4342571674308053,0.7878896191779745,0.6681868011376817,0.5727848374070009,-0.09540196373068076,0.7578204829021645,0.08963368176448283,0.1850356454951636,-0.4999569375187661,0.6587408587724262,-0.18034734851404444,0.14498688071087582,0.1234541491104492,0.8399288336951042
319.10357782367083,307.1244517042196,550.375639920089,99.56006622314452,38.055362701416016,127.8372039794922,72.5051498413086,145.48406982421875,124.1151275634766,104.37047015089557,103.89837169905556,721.0486089398288,74.6962309271629,148.82081607434952,199.93664405093838,0.30962058901786804,1.6621537208557131,-2.4148738384246826,0.1157394498586655,-0.06600120663642886,-1.0427348613739011,-2.4125041961669917,0.4879299700260162,-1.168537139892578,-1.309747576713562,2.858781337738037,-0.31824517250061035,151.62484077431802,63.26222584452344,1.45401006869232,-2.268338609840363,21.892936116629247,199.88131748754464,-2.7100028391768127,550.375639920089,77.99986197247236,-0.4441127196512551,-2.4993229416911413,-1.9676925815872697,3.0609957275510267,-1.2196120946321771,1110.0059018139273,234.48954598997216,-1.8624780486427748,-1.5439104355455349,0.06100688285232893,-0.04710339481684065,0.8399873550488265,-0.5204729648053038,0.2512339244379286,-0.5739722399960122,-0.2410256412833231,-0.921315722596152,0.4620567220017727,0.025376993072116955,0.4849344448571606,-0.3235178149118079,-0.5327733967130498,-0.5658346228283971,-0.06004509011145059,2.534550059143325,3.256706586879329,1.614237219913253,2.122451725135017,1.524840892469058,3.256106740282081,2.99504990313376,4.400685969865825,1.119670513084107,2.3712953547786824,1.0793668906000675,2.9338465640175064,2.492947276300161,2.8224706557737593,3.200291271921795,0.1412104368209839,2.2558668295489706,-0.8502919673919678,2.1146563927279867,-0.9915024042129515,-3.1061587969409388,1.243967056274414,-1.6564671099185944,1.1027566194534302,-1.7976775467395782,-1.011899773274557,2.370851367712021,2.094259023666382,-0.8061751425266266,-2.9004341661930084,1.5079947439502066,1.3265594922453208,0.4994980699449876,-0.18143525170488586,-1.008496674005219,-0.8270614223003332,1.6973018183025748,2.588306642247495,0.18930707435236813,1.0803118982972884,0.370742326057254,1.2617471500021742,1.1978037483575872,2.0888085723025074,0.8910048239449202,0.0,-2.002577484996383,-0.7228666379374182,1.2797108470589644,-0.9538509697881964,1.0487265152081862,-0.2309843318507783,2.1357296415831977,2.3784016082248374,1.9897124032827804,4.271865537381371,3.578809345387244,1.9121254878249332,0.14488101364032158,1.0077243699002318,0.8628433562599103,2.5496858489227203,2.4048048352823983,1.541961479022488,0.9379923040361692,0.503672092200094,0.47258653330283,-0.8546184574008455,-0.8015377883035314,0.018135566199484518
222.78631640976207,220.9361674548368,369.9538602410173,35.72185134887694,28.581302642822266,132.80239868164062,128.86224365234378,216.55052185058597,113.40972137451172,82.57923162920319,59.70711894097553,284.5367992018868,131.21620907653866,225.79601850031548,183.70833892776884,1.4806897640228267,1.3668968677520756,-1.387234568595887,0.09861883521080016,0.137047603726387,1.0580151081085207,1.570066213607788,-2.556117057800293,2.404038906097412,2.1380934715271,0.4550218284130097,-0.4830327332019805,56.43408880749672,31.037460543057808,2.115790923230005,2.444409508242322,297.9968727476783,259.3552315350901,0.5533245059255735,369.9538602410173,278.2488181466951,0.9363353471480972,0.226267756575992,-0.8177858600586149,0.1430898163897681,2.2730803792600427,923.8644106078244,280.2663215893356,0.22560293013952226,1.1920792474495856,0.3647146139422306,-0.29221222732656343,-0.9746822655369514,-0.09706989470742147,-0.4578134691903515,0.4699027727646857,-0.6590443209984009,-0.7196750606358485,0.4515078028206046,0.07764680108187419,0.31141309581868426,-0.35062388579997184,0.5833473145222589,0.5463356998124023,0.6770345347288544,1.5094659028188446,2.474288526014086,3.7834413741816975,1.6835102987818005,2.791190389344215,1.3145826351715388,2.9867206815242837,3.0554290389182626,1.4942473081811691,2.03306911158406,1.7460521858983724,3.2526122738946945,2.0961558029267904,2.0959691215129435,2.1600015290652235,0.2659454345703125,1.9490170776844025,2.8870716392993927,1.68307164311409,2.62112620472908,0.9380545616149902,0.833972692489624,-1.3230293432818812,0.5680272579193115,-1.5889747778521937,-1.1150443851947784,3.0111388862133026,-2.0530989468097687,2.0730843245983124,-2.1570020357715047,1.1797406346351182,1.2179018691036387,1.983820817108344,0.03816123446852049,0.8040801824732259,0.7659189480047055,2.2047288441180948,2.1529136010909427,1.0249882094829763,0.9731729664558244,0.9868269750144558,0.935011731987304,0.2209080270097504,0.16909278398259842,-0.051815243027151965,0.0,-2.1299905628702747,-0.08317794018622388,2.0468126226840506,-2.3013196918525543,-0.17132912898227914,-2.2181417516663298,2.5331410212670207,0.39193861027922255,2.695622956192333,2.7816134938758976,2.9385755756637995,2.5122237731611565,-1.2664999784073216,0.29643189108496304,1.562931869492285,0.8038027050105229,2.0703026834178444,0.5073708139255598,-0.677727187832839,0.9543540010287992,-0.7244148291563041,0.3515628058226778,-0.4815627748372336,0.6151268830300757
